Rank,Stop Name,Total Calls,SR Number,Complaint Description,Category,Responsible Party,Year,Status,Created Date
13,West 38th Station (SB),72,SR23001246,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,08/31/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001247,Transit stop West 38th Station (SB) needs weather shelter,Missing Shelter,CapMetro,2023,Open,05/13/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001248,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2025,Open,11/27/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001249,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2024,Open,09/29/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001250,Safety concerns at West 38th Station (SB) bus stop after dark,Safety (Lighting),City of Austin,2024,Closed,07/30/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001251,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2026,Closed,01/09/2026 12:00:00 AM
13,West 38th Station (SB),72,SR23001252,Bus stop West 38th Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,05/18/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001253,Bus stop West 38th Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Closed,09/25/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001254,Missing seating at West 38th Station (SB) transit stop,Missing Benches,CapMetro,2023,Closed,04/13/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001255,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2024,Open,06/01/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001256,Bus stop West 38th Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,05/12/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001257,Riders getting wet at West 38th Station (SB) during rain,Weather Exposure,CapMetro,2023,Open,11/16/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001258,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2023,Open,02/27/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001259,Feeling unsafe waiting at West 38th Station (SB),Safety Concerns,City of Austin / CapMetro,2025,Open,12/22/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001260,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,07/01/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001261,Bus stop West 38th Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2023,Open,10/30/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001262,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2023,Closed,07/09/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001263,Riders have nowhere to sit at West 38th Station (SB),Other,TBD,2023,Open,02/06/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001264,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,07/24/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001265,Transit stop West 38th Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Closed,02/05/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001266,Bus stop West 38th Station (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,05/02/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001267,Riders have nowhere to sit at West 38th Station (SB),Other,TBD,2023,Open,10/06/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001268,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,01/01/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001269,Safety concerns at West 38th Station (SB) bus stop after dark,Safety (Lighting),City of Austin,2023,Open,04/04/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001270,No benches at West 38th Station (SB) bus stop,Missing Benches,CapMetro,2023,Open,05/06/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001271,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2023,Closed,03/17/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001272,Transit stop West 38th Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,09/05/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001273,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2023,Open,03/17/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001274,Feeling unsafe waiting at West 38th Station (SB),Safety Concerns,City of Austin / CapMetro,2024,Closed,07/18/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001275,Missing seating at West 38th Station (SB) transit stop,Missing Benches,CapMetro,2024,Open,09/28/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001276,Transit stop West 38th Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,12/25/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001277,Request bench installation at West 38th Station (SB),Missing Benches,CapMetro,2025,Closed,08/28/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001278,Transit stop West 38th Station (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,01/25/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001279,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2026,Open,03/11/2026 12:00:00 AM
13,West 38th Station (SB),72,SR23001280,Request safety improvements at West 38th Station (SB) stop,Safety Concerns,City of Austin / CapMetro,2023,Open,02/26/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001281,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2023,Closed,07/08/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001282,Request bench installation at West 38th Station (SB),Missing Benches,CapMetro,2023,Open,05/15/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001283,Transit stop West 38th Station (SB) needs weather shelter,Missing Shelter,CapMetro,2025,Open,01/24/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001284,Request shelter installation at West 38th Station (SB),Missing Shelter,CapMetro,2024,Open,12/07/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001285,Transit stop West 38th Station (SB) needs weather shelter,Missing Shelter,CapMetro,2024,Open,06/02/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001286,Request bench installation at West 38th Station (SB),Missing Benches,CapMetro,2023,Open,02/18/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001287,Missing seating at West 38th Station (SB) transit stop,Missing Benches,CapMetro,2024,Open,10/26/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001288,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,08/26/2023 12:00:00 AM
13,West 38th Station (SB),72,SR23001289,No shelter at West 38th Station (SB) transit stop,Missing Shelter,CapMetro,2025,Open,05/19/2025 12:00:00 AM
13,West 38th Station (SB),72,SR23001290,Transit stop West 38th Station (SB) needs weather shelter,Missing Shelter,CapMetro,2024,Open,09/11/2024 12:00:00 AM
13,West 38th Station (SB),72,SR23001291,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,10/25/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001292,No benches at 8th Street NB (Trinity/8th) bus stop,Missing Benches,CapMetro,2025,Open,05/13/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001293,No shelter at 8th Street NB (Trinity/8th) transit stop,Missing Shelter,CapMetro,2024,Open,07/10/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001294,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Missing Shelter,CapMetro,2024,Closed,07/12/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001295,No benches at 8th Street NB (Trinity/8th) bus stop,Missing Benches,CapMetro,2024,Open,12/13/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001296,Riders have nowhere to sit at 8th Street NB (Trinity/8th),Other,TBD,2023,Open,03/13/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001297,Request bench installation at 8th Street NB (Trinity/8th),Missing Benches,CapMetro,2023,Closed,12/06/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001298,No benches at 8th Street NB (Trinity/8th) bus stop,Missing Benches,CapMetro,2024,Open,11/22/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001299,Request shelter installation at 8th Street NB (Trinity/8th),Missing Shelter,CapMetro,2023,Open,07/19/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001300,Request bench installation at 8th Street NB (Trinity/8th),Missing Benches,CapMetro,2023,Open,11/29/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001301,Bus stop at 8th Street NB (Trinity/8th) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,11/09/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001302,Riders getting wet at 8th Street NB (Trinity/8th) during rain,Weather Exposure,CapMetro,2024,Closed,12/20/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001303,Transit stop 8th Street NB (Trinity/8th) needs better lighting,Safety (Lighting),City of Austin,2026,Open,02/26/2026 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001304,Missing seating at 8th Street NB (Trinity/8th) transit stop,Missing Benches,CapMetro,2024,Open,03/26/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001305,Request bench installation at 8th Street NB (Trinity/8th),Missing Benches,CapMetro,2025,Closed,12/12/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001306,No shelter at 8th Street NB (Trinity/8th) transit stop,Missing Shelter,CapMetro,2023,Closed,08/19/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001307,Safety concerns at 8th Street NB (Trinity/8th) bus stop after dark,Safety (Lighting),City of Austin,2024,Open,06/28/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001308,No shelter at 8th Street NB (Trinity/8th) transit stop,Missing Shelter,CapMetro,2025,Open,10/06/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001309,Transit stop 8th Street NB (Trinity/8th) needs better lighting,Safety (Lighting),City of Austin,2023,Closed,10/03/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001310,Bus stop at 8th Street NB (Trinity/8th) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,07/08/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001311,Request bench installation at 8th Street NB (Trinity/8th),Missing Benches,CapMetro,2024,Open,02/16/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001312,Missing seating at 8th Street NB (Trinity/8th) transit stop,Missing Benches,CapMetro,2026,Open,04/03/2026 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001313,No shelter at 8th Street NB (Trinity/8th) transit stop,Missing Shelter,CapMetro,2026,Closed,02/06/2026 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001314,No shelter at 8th Street NB (Trinity/8th) transit stop,Missing Shelter,CapMetro,2025,Open,03/13/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001315,Missing seating at 8th Street NB (Trinity/8th) transit stop,Missing Benches,CapMetro,2024,Open,04/07/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001316,Request safety improvements at 8th Street NB (Trinity/8th) stop,Safety Concerns,City of Austin / CapMetro,2024,Closed,07/26/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001317,No benches at 8th Street NB (Trinity/8th) bus stop,Missing Benches,CapMetro,2024,Closed,04/27/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001318,Request shelter installation at 8th Street NB (Trinity/8th),Missing Shelter,CapMetro,2024,Open,03/16/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001319,No benches at 8th Street NB (Trinity/8th) bus stop,Missing Benches,CapMetro,2024,Open,06/20/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001320,Transit stop 8th Street NB (Trinity/8th) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,08/02/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001321,No shelter at 8th Street NB (Trinity/8th) transit stop,Missing Shelter,CapMetro,2025,Closed,04/23/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001322,Request shelter installation at 8th Street NB (Trinity/8th),Missing Shelter,CapMetro,2024,Closed,03/18/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001323,Riders getting wet at 8th Street NB (Trinity/8th) during rain,Weather Exposure,CapMetro,2025,Open,06/22/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001324,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Missing Shelter,CapMetro,2024,Closed,06/02/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001325,Riders have nowhere to sit at 8th Street NB (Trinity/8th),Other,TBD,2024,Open,01/28/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001326,Request shelter installation at 8th Street NB (Trinity/8th),Missing Shelter,CapMetro,2024,Closed,06/22/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001327,Request bench installation at 8th Street NB (Trinity/8th),Missing Benches,CapMetro,2025,Open,12/27/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001328,Request safety improvements at 8th Street NB (Trinity/8th) stop,Safety Concerns,City of Austin / CapMetro,2024,Open,09/29/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001329,Request shelter installation at 8th Street NB (Trinity/8th),Missing Shelter,CapMetro,2025,Closed,12/08/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001330,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Missing Shelter,CapMetro,2024,Closed,01/24/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001331,No benches at 8th Street NB (Trinity/8th) bus stop,Missing Benches,CapMetro,2023,Open,11/30/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001332,Bus stop 8th Street NB (Trinity/8th) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,04/05/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001333,Bus stop at 8th Street NB (Trinity/8th) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Closed,03/02/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001334,Missing seating at 8th Street NB (Trinity/8th) transit stop,Missing Benches,CapMetro,2025,Open,01/26/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001335,Request bench installation at 8th Street NB (Trinity/8th),Missing Benches,CapMetro,2026,Open,01/24/2026 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001336,Missing seating at 8th Street NB (Trinity/8th) transit stop,Missing Benches,CapMetro,2023,Open,09/24/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001337,Safety concerns at 8th Street NB (Trinity/8th) bus stop after dark,Safety (Lighting),City of Austin,2023,Open,06/20/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001338,Transit stop 8th Street NB (Trinity/8th) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Closed,08/07/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001339,Transit stop 8th Street NB (Trinity/8th) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,05/08/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001340,Safety concerns at 8th Street NB (Trinity/8th) bus stop after dark,Safety (Lighting),City of Austin,2025,Closed,04/13/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001341,No weather protection at 8th Street NB (Trinity/8th) transit stop,Missing Shelter,CapMetro,2024,Closed,10/13/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001342,No benches at 8th Street NB (Trinity/8th) bus stop,Missing Benches,CapMetro,2024,Closed,01/14/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001343,Riders getting wet at 8th Street NB (Trinity/8th) during rain,Weather Exposure,CapMetro,2023,Closed,04/07/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001344,Request shelter installation at 8th Street NB (Trinity/8th),Missing Shelter,CapMetro,2026,Closed,03/27/2026 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001345,Transit stop 8th Street NB (Trinity/8th) needs better lighting,Safety (Lighting),City of Austin,2026,Open,01/10/2026 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001346,Request safety improvements at 8th Street NB (Trinity/8th) stop,Safety Concerns,City of Austin / CapMetro,2023,Open,06/16/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001347,Missing seating at 8th Street NB (Trinity/8th) transit stop,Missing Benches,CapMetro,2023,Open,08/10/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001348,Request bench installation at 8th Street NB (Trinity/8th),Missing Benches,CapMetro,2024,Open,04/25/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001349,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Missing Shelter,CapMetro,2024,Open,04/26/2024 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001350,No benches at 8th Street NB (Trinity/8th) bus stop,Missing Benches,CapMetro,2025,Closed,04/11/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001351,Transit stop 8th Street NB (Trinity/8th) needs weather shelter,Missing Shelter,CapMetro,2026,Open,02/20/2026 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001352,No weather protection at 8th Street NB (Trinity/8th) transit stop,Missing Shelter,CapMetro,2025,Open,03/25/2025 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001353,Bus stop 8th Street NB (Trinity/8th) exposed to extreme heat/sun,Weather Exposure,CapMetro,2023,Open,08/23/2023 12:00:00 AM
14,8th Street NB (Trinity/8th),68,SR23001354,Bus stop at 8th Street NB (Trinity/8th) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,07/12/2023 12:00:00 AM
